Filename,Pruning_Layer,Tokens_Kept,Variant_ID,church outdoor,shop,monestary,chapel,library,building,road,street
Church outdoor.jpg_6_25_c,6,25,1,0.3777005672454834,0.016919858753681183,0.0035060851369053125,0.05717967823147774,0.05855150893330574,0.22740957140922546,0.00671827606856823,0.2520144283771515
Church outdoor.jpg_6_25_c,6,25,2,0.4150225818157196,0.015200581401586533,0.004162707831710577,0.060273438692092896,0.02357408218085766,0.30314168334007263,0.003187728812918067,0.17543724179267883
Church outdoor.jpg_6_25_c,6,25,3,0.2652418613433838,0.02147652953863144,0.006226503290235996,0.031549885869026184,0.023933498188853264,0.3204105496406555,0.013212492689490318,0.3179486393928528
Church outdoor.jpg_6_25_c,6,25,4,0.5678173899650574,0.008814889937639236,0.008992846123874187,0.2696928083896637,0.01291203685104847,0.06866342574357986,0.0019745093304663897,0.06113216653466225
Church outdoor.jpg_6_25_d,6,25,0,0.5897164344787598,0.006033540703356266,0.0015387149760499597,0.0563591867685318,0.05994062498211861,0.2242315113544464,0.0009595297742635012,0.061220504343509674
Church outdoor.jpg_6_25_d,6,25,1,0.39096349477767944,0.009754089638590813,0.004517346154898405,0.04716349020600319,0.04046051204204559,0.2888105809688568,0.005074863322079182,0.21325555443763733
Church outdoor.jpg_6_25_d,6,25,2,0.19383256137371063,0.022383717820048332,0.002900415100157261,0.02439797669649124,0.022810226306319237,0.29994818568229675,0.013313260860741138,0.420413613319397
Church outdoor.jpg_6_25_d,6,25,3,0.4527401328086853,0.011182185262441635,0.004548246972262859,0.12390311062335968,0.021728871390223503,0.22777147591114044,0.003969928249716759,0.15415611863136292
Church outdoor.jpg_6_25_d,6,25,4,0.24615277349948883,0.0218669343739748,0.005097271874547005,0.05155117064714432,0.010786006227135658,0.09681215137243271,0.015858743339776993,0.5518749952316284
Church outdoor.jpg_6_25_e,6,25,0,0.5897164344787598,0.006033540703356266,0.0015387149760499597,0.0563591867685318,0.05994062498211861,0.2242315113544464,0.0009595297742635012,0.061220504343509674
Church outdoor.jpg_6_25_e,6,25,1,0.19032536447048187,0.017341414466500282,0.0054231006652116776,0.02287578396499157,0.035661086440086365,0.3184925317764282,0.01802046038210392,0.39186012744903564
Church outdoor.jpg_6_25_e,6,25,2,0.2955780625343323,0.01967509090900421,0.0034002691973000765,0.0292592141777277,0.02265016734600067,0.2571845054626465,0.011011514812707901,0.3612412214279175
Church outdoor.jpg_6_25_e,6,25,3,0.4616367518901825,0.007820531725883484,0.007159474305808544,0.04567693918943405,0.014714375138282776,0.2849404215812683,0.0058033401146531105,0.1722482144832611
Church outdoor.jpg_6_25_e,6,25,4,0.42324715852737427,0.02409551478922367,0.0020601486321538687,0.05294458195567131,0.014765719883143902,0.18706472218036652,0.006337540224194527,0.2894846200942993
Church outdoor.jpg_6_25_f,6,25,0,0.5897164344787598,0.006033540703356266,0.0015387149760499597,0.0563591867685318,0.05994062498211861,0.2242315113544464,0.0009595297742635012,0.061220504343509674
Church outdoor.jpg_6_25_f,6,25,1,0.26515427231788635,0.01602802611887455,0.005270502530038357,0.03546348214149475,0.03536203131079674,0.28965452313423157,0.014248281717300415,0.33881875872612
Church outdoor.jpg_6_25_f,6,25,2,0.41123703122138977,0.011662136763334274,0.00811570044606924,0.06708229333162308,0.025744998827576637,0.25310027599334717,0.006470721215009689,0.2165868580341339
Church outdoor.jpg_6_25_f,6,25,3,0.3886018991470337,0.016751177608966827,0.006323428824543953,0.045266758650541306,0.020298173651099205,0.19731774926185608,0.011776847764849663,0.31366389989852905
Church outdoor.jpg_6_25_f,6,25,4,0.23785923421382904,0.05956464633345604,0.0045481836423277855,0.044281065464019775,0.02775280363857746,0.22805172204971313,0.005835618358105421,0.3921067416667938
Church outdoor.jpg_6_25_g,6,25,0,0.5897164344787598,0.006033540703356266,0.0015387149760499597,0.0563591867685318,0.05994062498211861,0.2242315113544464,0.0009595297742635012,0.061220504343509674
Church outdoor.jpg_6_25_g,6,25,1,0.21563570201396942,0.016081351786851883,0.005224665626883507,0.024332163855433464,0.029619798064231873,0.26888352632522583,0.01720154657959938,0.42302122712135315
Church outdoor.jpg_6_25_g,6,25,2,0.3949935734272003,0.011209316551685333,0.009813857264816761,0.04299290478229523,0.021228661760687828,0.25558456778526306,0.007233248557895422,0.2569439113140106
Church outdoor.jpg_6_25_g,6,25,3,0.41846078634262085,0.014120492152869701,0.00613252492621541,0.13643833994865417,0.020478490740060806,0.23842494189739227,0.004777354188263416,0.16116707026958466
Church outdoor.jpg_6_25_g,6,25,4,0.5565844774246216,0.008569669909775257,0.003460327163338661,0.0791449025273323,0.026145555078983307,0.20599815249443054,0.0037990272976458073,0.11629786342382431
Church outdoor.jpg_6_25_h,6,25,0,0.5897164344787598,0.006033540703356266,0.0015387149760499597,0.0563591867685318,0.05994062498211861,0.2242315113544464,0.0009595297742635012,0.061220504343509674
Church outdoor.jpg_6_25_h,6,25,1,0.28331032395362854,0.009699562564492226,0.003723237896338105,0.03359851613640785,0.03980443626642227,0.2748374342918396,0.012337944470345974,0.34268850088119507
Church outdoor.jpg_6_25_h,6,25,2,0.25971195101737976,0.019211996346712112,0.007626961916685104,0.034066081047058105,0.02052476443350315,0.2674735486507416,0.015228930860757828,0.37615570425987244
Church outdoor.jpg_6_25_h,6,25,3,0.255073606967926,0.017787784337997437,0.003687846940010786,0.03421903774142265,0.012453976087272167,0.31016162037849426,0.012078707106411457,0.3545374274253845
Church outdoor.jpg_6_25_h,6,25,4,0.26785150170326233,0.00554679473862052,0.0026205850299447775,0.051734983921051025,0.005295807495713234,0.06325814872980118,0.03125627711415291,0.5724359154701233
Church outdoor.jpg_6_25_i,6,25,0,0.5897164344787598,0.006033540703356266,0.0015387149760499597,0.0563591867685318,0.05994062498211861,0.2242315113544464,0.0009595297742635012,0.061220504343509674
Church outdoor.jpg_6_25_i,6,25,1,0.32088059186935425,0.011224457994103432,0.004472366068512201,0.04880697280168533,0.046357735991477966,0.3002166748046875,0.008709944784641266,0.2593311667442322
